"","area_name","fips","state_abbreviation","PST045214","PST040210","PST120214","POP010210","AGE135214","AGE295214","AGE775214","SEX255214","RHI125214","RHI225214","RHI325214","RHI425214","RHI525214","RHI625214","RHI725214","RHI825214","POP715213","POP645213","POP815213","EDU635213","EDU685213","VET605213","LFE305213","HSG010214","HSG445213","HSG096213","HSG495213","HSD410213","HSD310213","INC910213","INC110213","PVY020213","BZA010213","BZA110213","BZA115213","NES010213","SBO001207","SBO315207","SBO115207","SBO215207","SBO515207","SBO415207","SBO015207","MAN450207","WTN220207","RTN130207","RTN131207","AFN120207","BPS030214","LND110210","POP060210","educatedpeople","votes"
"1","Abbeville County",45001,"SC",24965,25416,-1.8,25417,5.4,21.5,19.4,51.5,69.7,28.3,0.3,0.4,0,1.2,1.2,68.8,89.6,1,2.3,76.8,12.2,1944,27.1,12002,76.4,6.2,91200,9809,2.49,18134,35947,21.6,335,4387,2.7,1393,1385,19.1,0,0,0,0,33.4,657498,0,71936,2841,10963,41,490.48,51.8,1917312,5480
"2","Adair County",19001,"IA",7454,7682,-3,7682,4.8,22.1,22.1,50.9,98.2,0.4,0.2,0.5,0,0.8,1.7,96.8,89.9,1.1,1.1,90.7,16.3,790,22.7,3674,77.1,9.3,90900,3295,2.26,25564,47892,9.5,187,1663,-0.2,626,745,0,0,0,0,0,0,0,29361,49644,6546,4128,8,569.27,13.5,676077.8,705
"3","Adams County",19003,"IA",3875,4029,-3.8,4029,6.5,21.4,22,49.9,97.8,0.4,0.4,0.6,0,0.7,1.1,96.9,87.6,0.6,1.2,90.4,13.7,353,21.2,2010,78.5,4.7,85200,1745,2.2,23707,45871,11.3,118,884,1,321,443,0,0,0,0,0,0,0,14217,32586,7950,0,1,423.44,9.5,350300,471
"4","Aiken County",45003,"SC",164753,160106,2.9,160099,5.7,22.1,17.5,51.5,71.4,25.1,0.5,0.9,0.1,1.9,5.4,67,88,3.4,5.2,84.8,24,14081,25.2,74032,73.3,9.4,124600,63388,2.5,24769,44509,18.9,2674,47188,-0.9,9909,11931,11.2,1,1.8,0,2.4,31,3959342,0,1599845,10450,172893,678,1071.03,149.5,13971054.4,38349
"5","Allamakee County",19005,"IA",14038,14328,-2,14330,6.1,22.5,21.3,48.8,96.4,1.4,0.6,0.5,0.3,0.9,5.7,91.5,87.3,4.3,8,89,14.9,1282,23.6,7650,79.5,9.3,114400,5862,2.36,24926,48831,12.6,396,4517,7,1179,1648,0,0,0,0,0,22.8,0,154490,128662,8922,8456,41,639.08,22.4,1249382,1286
"6","Allendale County",45005,"SC",9695,10419,-6.9,10419,5.1,19.5,16.3,46.1,25.4,72.9,0.3,0.6,0,0.8,2.9,23.3,89.5,1.4,2.6,71.9,15,622,23.4,4433,63.5,10.4,65400,3424,2.63,13334,25252,36,125,1628,7.6,482,410,0,0,0,0,0,0,385377,0,32596,3129,2949,27,408.09,25.5,697070.5,1478
"7","Anderson County",45007,"SC",192810,187123,3,187126,6,23.3,17,51.7,80.6,16.6,0.3,0.9,0,1.5,3.5,77.7,86.7,2.5,3.8,81.7,19.3,14754,23.4,85449,72.9,11.9,123400,73296,2.53,22081,41579,16.8,3650,54617,2,11711,13212,5.7,0.4,1.1,0,0.8,25.8,4886331,0,2004732,11128,235779,863,715.43,261.6,15752577,42527
"8","Appanoose County",19007,"IA",12661,12887,-1.8,12887,6,22.4,21.4,50.6,97.4,0.7,0.3,0.4,0.1,1.2,1.5,96.2,86.6,1,2.3,88.3,18.3,1045,19,6578,72.5,12,77600,5534,2.28,21599,39208,15.2,312,3437,4.3,919,1428,0,0,0,0,0,0,151576,23061,133534,10331,7996,6,497.29,25.9,1117966.3,1338
"9","Audubon County",19009,"IA",5794,6119,-5.3,6119,4.6,20.2,24.3,51.6,98.2,0.4,0.2,0.5,0,0.7,1.1,97.3,89.9,0.6,1.2,90.3,16.6,557,18.2,2997,80.4,7.4,71100,2684,2.18,30919,48313,9.5,181,1176,-0.3,494,456,0,0,0,0,0,0,0,47778,37302,6083,0,5,442.96,13.8,523198.2,673
"10","Bamberg County",45009,"SC",15182,15987,-5,15987,5.1,20.1,18.3,51.8,37,61.1,0.4,0.5,0.1,1,1.9,35.8,90,1.8,1.8,75.5,17.5,1329,23.6,7621,75.9,5.8,74700,5883,2.47,18902,31483,27.6,262,3069,-1.8,762,0,0,0,0,0,0,0,0,0,102813,6679,9368,10,393.37,40.6,1146241,3119
"11","Barnwell County",45011,"SC",21959,22621,-2.9,22621,7,25.3,15.9,52.3,53.1,44.1,0.6,0.7,0,1.5,2.5,51.2,91.6,1.3,2.5,79.7,11.2,1535,25.3,10378,74.6,5.9,72400,8416,2.63,18862,35231,29.1,353,4756,0.4,1389,1450,20.8,0,0,0,0,32.9,681251,0,169135,7361,14706,37,548.39,41.2,1750132.3,4357
"12","Beaufort County",45013,"SC",175852,162233,8.4,162233,5.8,19.9,24.1,50.9,77.1,19.1,0.4,1.4,0.1,1.8,11.4,67.1,81.7,10.3,13.9,91.3,37.6,18885,20.9,94287,71.4,24.4,275500,64417,2.46,32503,57316,12.5,4800,49929,0.8,14067,16367,7.4,0,1.7,0,2,25.5,223434,298190,2255071,15240,530485,1197,576.28,281.5,16055287.6,46482
"13","Belknap County",33001,"NH",60305,60092,0.4,60088,4.7,19.5,19.9,50.8,96.4,0.8,0.3,1.2,0,1.4,1.6,95,89.3,3.2,3.9,90.6,28,6380,27.3,37672,75.1,17.8,219900,25049,2.37,30518,58654,9.9,1763,20289,-0.3,5524,7187,0,0,0.8,0,0,23.7,687068,0,1348651,22099,151572,198,400.23,150.1,5463633,24767
"14","Benton County",19011,"IA",25680,26076,-1.5,26076,5.7,23.8,16.9,50.3,97.9,0.6,0.2,0.3,0,1,1.3,96.7,92.6,1.1,2,91.9,18.8,2160,23.7,11079,80.4,8.4,131500,10079,2.55,26624,56669,8.4,566,4366,-1.8,1828,2420,0,0,0,0,0,31.2,176791,213218,176434,6645,9616,28,716.27,36.4,2359992,2834
"15","Berkeley County",45015,"SC",198205,177850,11.4,177843,6.8,24.4,12.3,50.2,68.9,25.1,0.7,2.5,0.2,2.7,6.1,63.9,82.9,5.8,7.8,86.7,21.3,20705,25.5,77272,70.3,14.7,150400,65392,2.77,24165,52427,14.4,2722,39368,0.2,11146,12070,13.4,0.3,2.4,0,0,28.3,5527306,1766505,1552266,9497,161164,1977,1098.86,161.8,17184373.5,40739
"16","Black Hawk County",19013,"IA",132897,131090,1.4,131090,6.1,21.5,14.8,51.1,86.2,9,0.3,2,0.2,2.2,4.2,82.7,82.9,4.8,7.7,89.5,25.3,9095,15.8,56890,67.8,24.1,123600,52276,2.4,24273,45747,17,3203,68753,2.4,7189,9739,4.1,0,0,0,0.6,29.1,5880301,1278450,1929430,15224,194601,314,565.77,231.7,11894281.5,12807
"17","Boone County",19015,"IA",26433,26306,0.5,26306,5.6,22.7,17,49.7,96.8,1.2,0.4,0.5,0,1.1,2.4,94.6,85.3,0.9,2.9,92,20.3,2277,21.1,11793,75.6,14.9,117300,10574,2.41,27149,51826,10.1,553,6824,2,1747,2180,0,0,0,0,0,0,161292,0,210610,8009,16172,44,571.57,46,2431836,3057
"18","Bremer County",19017,"IA",24721,24276,1.8,24276,5.1,21.8,18.4,50.8,97,1,0.1,0.9,0,1,1.4,95.8,87.5,0.6,2.2,93.8,28.3,1914,19.2,10136,81.3,12.8,145300,9258,2.46,28727,61216,7.3,607,9369,6.7,1591,2419,0,0,0,0,0,30.5,699712,105620,268428,11358,16655,74,435.48,55.7,2318829.8,2690
"19","Buchanan County",19019,"IA",21038,20958,0.4,20958,6.8,26.6,16.2,50.2,97.8,0.5,0.2,0.4,0,1,1.4,96.6,91,1,6,90.6,17.1,1511,20.9,8990,78.1,7.8,122200,8187,2.52,27038,55553,9.9,490,5218,1.1,1508,1874,0,0,0,0,0,18,640836,624511,214820,10242,11530,27,571.02,36.7,1906042.8,1837
"20","Buena Vista County",19021,"IA",20578,20260,1.6,20260,7.3,25.3,14.6,49.4,85.9,2.9,0.6,8.4,0.9,1.2,24.8,62.6,82.7,18.6,29.5,78.7,20,1207,13.7,8299,68,17.9,97700,7615,2.53,22899,46951,12.8,556,9218,3.4,1260,1704,0,0,0,0,0,26.6,1578035,0,260846,13408,25523,8,574.92,35.2,1619488.6,1608
"21","Butler County",19023,"IA",15006,14867,0.9,14867,6.1,23.6,21,50.5,98.1,0.3,0.1,0.4,0,0.9,1.1,97.1,91.1,0.6,2,90.9,15,1007,22.9,6731,79.6,7.8,100400,6189,2.37,25269,52026,9.8,333,2594,-7.5,1115,0,0,0,0,0,0,0,0,288359,79082,5407,0,21,580.13,25.6,1364045.4,1510
"22","Calhoun County",19025,"IA",9866,10177,-3.1,9670,5.6,20.6,22.3,48.6,96.4,1.9,0.4,0.3,0,0.9,2,94.6,83.8,0.7,1.9,90.5,19.1,928,19.6,5088,79,9.9,72200,4356,2.15,25766,44484,13.4,284,2197,-2.7,732,846,0,0,0,0,0,0,0,200683,103509,10402,0,12,569.97,17,892873,5023
"23","Calhoun County",45017,"SC",14878,15176,-2,15175,5.2,20.4,19.7,51.3,55.8,41.9,0.6,0.3,0.1,1.2,3.2,53.5,93.3,2,2.9,82.8,16.9,1279,27.1,7298,80.1,4.5,100600,6163,2.43,23023,40704,18.2,238,3373,3.1,889,1038,0,0,0,0,0,0,0,144519,66836,4523,4052,28,381.15,39.8,1231898.4,5023
"24","Carroll County",33003,"NH",47399,47820,-0.9,47818,3.8,16.8,24.5,50.4,97.3,0.5,0.3,0.7,0,1.2,1.4,96.1,89.1,3,2.9,91.9,31.2,5757,25,40232,80.6,15,226200,20922,2.25,31558,50866,10.1,1834,16624,-0.9,5384,7392,0,0,0.9,0,0.4,19.6,213380,0,889015,18569,214906,197,931.06,51.4,4355968.1,22818
"25","Carroll County",19027,"IA",20562,20816,-1.2,20816,6.5,24.1,19.2,51.4,97.5,0.8,0.3,0.5,0,0.9,2.3,95.5,87.3,0.8,2.7,91.3,18.8,1447,14.1,9419,75.4,14.5,105700,8626,2.35,25430,48361,9.6,879,10604,-0.8,1856,2755,0,0,0,0,0,23.7,794027,1350539,298050,14338,20787,26,569.44,36.6,1877310.6,22818
"26","Cass County",19029,"IA",13448,13956,-3.6,13956,5.7,22.6,21.5,50.7,97.6,0.5,0.5,0.3,0.4,0.8,2.4,95.7,88.5,1,2.5,92.8,19,1155,17.3,6564,71.8,16,88100,6081,2.21,25448,43481,11.4,478,4709,-2.1,1179,1682,0,0,0,0,0,0,0,151451,178171,12846,11638,12,564.27,24.7,1247974.4,1424
"27","Cedar County",19031,"IA",18411,18497,-0.5,18499,5.1,22.9,18.4,50.5,97.4,0.5,0.2,0.7,0,1.1,1.8,95.9,89.3,1.3,2.9,92.1,19.5,1620,25.2,8116,78.8,9,132800,7665,2.37,26567,58088,8,465,4282,-2.4,1258,0,0,0,0,0,0,0,178789,221842,131334,7317,9509,29,579.44,31.9,1695653.1,1863
"28","Cerro Gordo County",19033,"IA",43254,44151,-2,44151,5.6,20.5,19.7,51,95.7,1.4,0.3,1.1,0,1.5,4.3,91.6,87.6,2.1,3.8,92,21,3999,15.7,22238,71.6,16.8,110800,19967,2.14,27291,44795,13.2,1399,20910,-3.4,3031,3952,0,0,0,0,1.8,22.2,1357504,650482,887071,20200,83915,86,568.31,77.7,3979368,4520
"29","Charleston County",45019,"SC",381015,350204,8.8,350209,6.1,20.2,14.5,51.6,67.7,28.6,0.4,1.6,0.1,1.5,5.1,63.4,80.4,5.4,7.2,88.3,39.4,31268,22.4,178050,60.6,29.3,236100,143717,2.41,30158,50792,18.2,12138,183068,1.8,33229,38458,9.9,0.3,1.3,0,1.4,27.3,5338128,3267396,6320992,18348,1382702,3123,916.09,382.3,33643624.5,94580
"30","Cherokee County",45021,"SC",56024,55467,1,55342,6.3,23.9,15.2,51.5,76.5,20.7,0.5,0.7,0.1,1.5,4.1,73.2,87.3,2.5,4.4,75,14.3,3620,20.4,23986,66.9,10.1,83600,20762,2.63,18240,34202,23,975,16743,1.4,2444,3432,0,0,1,0,0,26.3,2484926,0,718119,13261,68158,143,392.66,140.9,4201800,12233
"31","Cherokee County",19035,"IA",11836,12072,-2,12072,6,21,22.4,50.4,97,0.9,0.3,0.6,0.2,1,3.2,94.2,86.9,0.9,3.2,91.6,19.6,1163,15.3,5791,74.9,12.8,80200,5354,2.17,26330,48977,9.7,354,4379,-3.2,812,796,0,0,0,0,0,0,279270,114673,139445,11935,8706,6,576.91,20.9,1084177.6,12233
"32","Cheshire County",33005,"NH",76115,77117,-1.3,77117,4.7,18.6,17.3,51.1,95.9,0.8,0.3,1.4,0,1.5,1.7,94.5,82.8,2.8,3.2,91.4,30.4,7261,21.7,34813,71.3,23.5,195400,30458,2.36,27874,55155,11.4,1905,27313,-2.6,5837,8144,0,0,0,0,0.6,22.6,1095187,0,1649001,21293,110289,141,706.66,109.1,6956911,30807
"33","Chester County",45023,"SC",32337,33140,-2.4,33140,6.3,23,16.7,51.5,60.5,37,0.5,0.5,0,1.5,1.8,59,92.3,1,1.2,78,12.4,2641,31,14603,75.6,6.8,82500,12368,2.63,18098,33103,24.5,527,6709,4.4,1545,1724,0,0,0,0,0,23,1407542,0,210872,6460,25201,26,580.66,57.1,2522286,5783
"34","Chesterfield County",45025,"SC",46125,46738,-1.3,46734,5.8,23,16,51.3,64.5,32.5,0.7,0.6,0.1,1.7,3.9,61.3,89.5,2.3,3.5,74.9,12.6,3177,23.9,21281,69.8,8.6,79400,17622,2.6,17140,31252,26.8,691,12171,4.7,2260,3159,15.7,0,0,0,0.8,0,1361004,150305,298054,6947,30532,50,799.08,58.5,3454762.5,7155
"35","Chickasaw County",19037,"IA",12264,12439,-1.4,12439,6.1,23.8,19.4,50,98.3,0.6,0.1,0.3,0,0.7,2.3,96.2,91.6,1.8,4.2,88.8,13.8,1116,21.3,5664,80.1,10,95900,5364,2.27,24139,43971,10.3,418,3942,0.8,954,1078,0,0,0,0,0,16.4,278276,210062,103931,8537,7433,5,504.38,24.7,1089043.2,1199
"36","Churchill County",32001,"NV",23989,24877,-3.6,24877,6.5,23.3,18,49.4,85.2,2.2,5.2,3.1,0.3,4.1,13.3,74.3,78,5.9,11.4,89.2,16.8,3528,18.2,10686,61.9,14,153300,9253,2.61,24716,49830,15,485,5159,5.9,1130,1601,0,4.1,0,0,0,26.4,0,33256,265255,10725,33010,38,4930.46,5,2139818.8,1435
"37","Clarendon County",45027,"SC",34113,34966,-2.4,34971,5.1,20.4,19.8,50.7,49.4,48.7,0.3,0.6,0,0.9,3,47.3,88.7,1.5,3.4,77.7,13,2909,28.3,17387,72.9,5.7,85900,12690,2.6,17665,31410,24.9,477,5454,4,2077,2730,30.1,0,1.9,0,0,35.4,291386,54836,296362,9062,29787,97,606.94,57.6,2650580.1,8195
"38","Clark County",32003,"NV",2069681,1951269,6.1,1951269,6.4,23.8,13.3,50,72.2,11.6,1.2,9.9,0.8,4.3,30.3,45.3,76.8,21.8,33.4,83.9,22.1,151360,24.1,863010,54.4,33.4,165000,710058,2.75,26217,52873,15.1,40969,767816,3.5,141658,152145,5.2,0.7,9.8,0.3,9.4,29.3,7180673,11493073,26676633,14509,24857836,10036,7891.43,247.3,173646235.9,49677
"39","Clarke County",19039,"IA",9217,9286,-0.7,9286,6.5,24.3,17.6,49.8,96.4,0.9,0.7,0.7,0.1,1.3,12.1,85.2,88.2,5.5,8.8,87.3,14.3,695,21.9,4132,71,9.2,84900,3672,2.49,23472,43216,13.7,189,3154,-3.1,598,752,0,0,0,0,0,22.5,416569,6297,95388,10579,84923,1,431.17,21.5,804644.1,957
"40","Clay County",19041,"IA",16515,16667,-0.9,16667,5.7,22.8,19.6,50.9,97.3,0.7,0.3,0.7,0,1,3.2,94.3,87.8,2.2,3.7,93.1,18.4,1360,15.2,8112,74.2,19.2,105400,7148,2.28,29060,49035,8.9,608,7313,-4.3,1305,2262,0,0,0,0,0,24.3,0,425115,298664,17960,23407,14,567.24,29.4,1537546.5,1623
"41","Clayton County",19043,"IA",17692,18129,-2.4,18129,5.7,22.2,20.9,49.7,97.9,0.7,0.1,0.3,0.1,0.8,1.9,96.2,87.6,1.4,3.4,91.6,15.5,1575,21.4,9032,78.2,11.2,102400,7707,2.29,25074,47494,12.5,537,4851,-5.9,1382,1725,0,0,0,0,0,0,206396,564637,163572,9249,53722,28,778.54,23.3,1620587.2,1646
"42","Clinton County",19045,"IA",48051,49116,-2.2,49116,6.1,22.7,18.3,50.9,94,3.2,0.3,0.6,0,1.8,2.9,91.5,87.7,1.5,2.3,90,17.7,4259,19.2,21792,74.4,16.8,110300,20008,2.4,25966,49559,14,1181,27036,1.2,2677,3491,0,0,0.9,0,0,0,3914945,190114,635654,12950,54058,102,694.92,70.7,4324590,4705
"43","Colleton County",45029,"SC",37771,38892,-2.9,38892,6,23,18.6,52.1,58.9,38.3,0.8,0.4,0,1.6,3.1,56.5,93.2,1.9,3.3,78.8,14.7,4023,33.4,19707,74.4,7.5,89900,14905,2.55,18769,33233,20.6,730,7380,-4.3,2824,3261,20.4,0,0,0,0,23.5,245234,0,419700,10721,55994,37,1056.49,36.8,2976354.8,8887
"44","Coos County",33007,"NH",31653,33052,-4.2,33055,4.2,17.7,21.8,49,96.9,0.7,0.5,0.6,0,1.4,1.7,95.4,86.6,3.2,12.9,85.5,17.3,3650,21.6,21263,71,21,128500,14531,2.15,24367,41985,13.4,854,9065,-2.2,2227,3470,0,0,0,0,0,0,295901,0,602906,18656,85674,56,1794.69,18.4,2706331.5,11351
"45","Crawford County",19047,"IA",17228,17096,0.8,17096,7.2,25.5,16.9,49,93.8,2.3,1.2,1.7,0.2,0.8,27.3,68.5,88.2,12.8,22.5,78.9,14.7,1161,15.1,6985,75.9,11.8,83100,6300,2.65,22748,46548,15.8,460,6534,2.5,924,1394,0,0,0,0,0,27.8,1266847,121956,162386,9840,12931,11,714.19,23.9,1359289.2,1198
"46","Dallas County",19049,"IA",77400,66137,17,66135,8.2,28.6,11.2,51,92.7,1.8,0.4,3.6,0.1,1.4,6.3,87,86.9,6.6,8.6,94.4,43.6,3902,20.5,29884,77.4,17.5,184100,26262,2.63,35844,73847,6.4,1718,34419,1.1,5486,6613,0.6,0,2.2,0,1.1,19.9,574183,218271,905710,15813,110369,661,588.45,112.4,7306560,10180
"47","Darlington County",45031,"SC",67799,68683,-1.3,68681,5.8,23.1,16.5,52.8,56.7,41.2,0.4,0.5,0,1.1,2,55.3,88.4,1.9,2.6,79.2,17,4771,22.9,30214,69.7,7.9,87200,26609,2.52,20105,36323,24,1101,18394,6.8,3749,4540,0,0,0,0,0,29.7,2433365,226137,527471,7902,53900,99,561.15,122.4,5369680.8,14946
"48","Davis County",19051,"IA",8781,8753,0.3,8753,8,28.9,17.5,50.6,98.3,0.2,0.2,0.3,0,0.9,1.2,97.2,89.3,0.8,14.4,85.5,16.4,717,22.8,3578,80.2,6.4,99700,3115,2.76,22210,45040,21.2,170,1451,2.4,748,848,0,0,0,0,0,0,0,17902,71612,8351,3054,4,502.19,17.4,750775.5,831
"49","Decatur County",19053,"IA",8263,8457,-2.3,8457,5.1,21.8,18.3,49.8,95.3,2,0.5,0.9,0.2,1.2,2.6,93,80.5,1.5,5.9,85,18.4,612,21,3847,70.1,14.1,77700,3106,2.43,18845,36326,19.5,130,1697,-3.2,655,869,0,0,0,0,0,0,0,76650,39590,4746,4323,2,531.88,15.9,702355,796
"50","Delaware County",19055,"IA",17398,17764,-2.1,17764,5.7,23.8,18.1,50,98.4,0.4,0.1,0.3,0,0.7,1.1,97.4,89.8,0.8,2.3,91,15.5,1200,22,8026,78.8,8.1,125300,7129,2.44,26261,54076,8.4,496,5725,3.6,1312,1568,0,0,0,0,0,29.5,326438,302380,171404,9791,9038,5,577.76,30.7,1583218,1694
"51","Des Moines County",19057,"IA",40255,40325,-0.2,40325,6,23,18.8,50.9,90.4,5.9,0.3,0.9,0.1,2.5,2.9,88,86.9,1.5,2.6,91.1,18.9,3575,15.9,18463,73.1,16.2,93900,16993,2.33,24408,42451,13.8,1107,19430,1.1,2359,3407,0.9,0,0,0,0,26,0,0,616900,15182,68773,41,416.12,96.9,3667230.5,4161
"52","Dickinson County",19059,"IA",16935,16667,1.6,16667,4.9,19.1,24.2,50.2,97.9,0.4,0.3,0.6,0,0.9,1.7,96.4,85.9,1,1.9,93.3,25.4,1737,16.7,13191,75.6,15.1,159700,7981,2.07,31790,56136,7.8,770,6877,7.1,1818,2088,0,0,0,0,0,25.6,647529,0,255190,15386,54611,134,380.61,43.8,1580035.5,1900
"53","Dillon County",45033,"SC",31127,32062,-2.9,32062,7.1,25.7,15,52.7,48.4,46.6,2.8,0.3,0,1.9,2.5,46.8,88.7,2.5,3.1,70.6,8.2,2045,23,13573,63.7,7.1,64400,11744,2.66,14988,28817,31.5,478,8647,0.2,1531,1647,0,0,0,0,0,20.2,432577,300100,381709,12419,31568,19,404.87,79.2,2197566.2,4582
"54","Dorchester County",45035,"SC",148469,136589,8.7,136555,6.5,25.5,11.7,51.2,68.8,25.9,0.7,1.8,0.1,2.5,4.9,64.9,84.1,4.3,6.2,89.4,24.5,14715,28.1,57688,70.7,16.7,167400,50321,2.74,24495,53857,12.1,2113,24523,0.7,8650,9692,15.6,0.3,0,0,2,29.6,2361389,170198,879527,7092,104021,1055,573.23,238.2,13273128.6,31867
